a,z,V,c,s
2.19921875,1.025,-47.8915795908872,1.19261084397192,-0.145618656471924
2.19921875,1.05,-47.824309644238,1.19595482012599,-0.123962632625992
2.19921875,1.075,-47.7574239365483,1.19925978053229,-0.102267593032295
2.19921875,1.1,-47.690908813714,1.20252874068844,-0.0805365531884428
2.19921875,1.125,-47.6247550079535,1.20576376100924,-0.0587715735092449
2.19921875,1.15,-47.558959391079,1.20896623936564,-0.0369740518656356
2.19921875,1.175,-47.4936115747854,1.21213199266133,-0.0151398051613338
2.19921875,1.2,-47.4309705562506,1.2177898326829,0.00420235481710085
2.28125,0.8,-48.4550368165816,1.16308100490122,-0.340268504901218
2.28125,0.825,-48.3866610583648,1.1667928352825,-0.318980335282501
2.28125,0.85,-48.3161204949455,1.17058349324725,-0.297770993247251
2.28125,0.875,-48.2459277132539,1.17431474219416,-0.276502242194163
2.28125,0.9,-48.1761800672307,1.17798439635162,-0.255171896351616
2.28125,0.925,-48.1068726145946,1.18159584680513,-0.233783346805132
2.28125,0.95,-48.0379972568018,1.18515218987896,-0.212339689878956
2.28125,0.975,-47.9695496661822,1.18865554697267,-0.190843046972674
2.28125,1,-47.901540251306,1.19210503526166,-0.169292535261665
2.28125,1.025,-47.8341801204994,1.19546185224231,-0.147649352242306
2.28125,1.05,-47.7672270046849,1.1987749003744,-0.1259624003744
2.28125,1.075,-47.7006519597133,1.20205034193093,-0.104237841930934
2.28125,1.1,-47.6344417157156,1.20529104648936,-0.0824785464893609
2.28125,1.125,-47.5685872924029,1.20849896958572,-0.0606864695857163
2.28125,1.15,-47.5030857814824,1.21167542668638,-0.0388629266863787
2.28125,1.175,-47.4380265043036,1.21481622705497,-0.0170037270549734
2.28125,1.2,-47.3756566101834,1.22043180339367,0.00238069660633089
2.36328125,0.8,-48.3947295094675,1.16628501741549,-0.342652204915488
2.36328125,0.825,-48.3267304626493,1.1699447891557,-0.321311976655703
2.36328125,0.85,-48.2565712218823,1.17368467139164,-0.300051858891636
2.36328125,0.875,-48.1867504862794,1.17736835713329,-0.278735544633291
2.36328125,0.9,-48.1173655759012,1.18099345865757,-0.257360646157569
2.36328125,0.925,-48.0484120595999,1.1845630940937,-0.235930281593696
2.36328125,0.95,-47.9798823062028,1.18808011819415,-0.214447305694152
2.36328125,0.975,-47.9117723495085,1.19154645976284,-0.192913647262836
2.36328125,1,-47.8440926694915,1.19496115734332,-0.171328344843315
2.36328125,1.025,-47.7770509467078,1.19828657332936,-0.149653760829358
2.36328125,1.05,-47.7104096103011,1.20156981044011,-0.127936997940111
2.36328125,1.075,-47.6441403962766,1.20481676885403,-0.106183956354029
2.36328125,1.1,-47.5782303989476,1.20803018277232,-0.0843973702723202
2.36328125,1.125,-47.5126709103088,1.21121191047829,-0.0625790979782943
2.36328125,1.15,-47.4474592296163,1.21436319109397,-0.040730378593969
2.36328125,1.175,-47.3826843858023,1.21747982945163,-0.0188470169516348
2.36328125,1.2,-47.3205818903419,1.22305873797188,0.000574074528118196
2.4453125,0.8,-48.3347478665893,1.16944684452466,-0.344993719524655
2.4453125,0.825,-48.2671174646185,1.1730571822632,-0.323604057263202
2.4453125,0.85,-48.1973316619166,1.17674876942124,-0.302295644421237
2.4453125,0.875,-48.1278755573708,1.18038713340117,-0.280934008401172
2.4453125,0.9,-48.0588464069579,1.18396970464286,-0.259516579642861
2.4453125,0.925,-47.9902402509617,1.18749935216649,-0.238046227166487
2.4453125,0.95,-47.9220498905793,1.19097871066579,-0.216525585665794
2.4453125,0.975,-47.8542716925536,1.19440953431214,-0.194956409312143
2.4453125,1,-47.7869161930355,1.19779079360083,-0.173337668600831
2.4453125,1.025,-47.7201877654375,1.20108595411414,-0.151632829114141
2.4453125,1.05,-47.6538533355624,1.20434043287261,-0.129887307872615
2.4453125,1.075,-47.5878852868034,1.20755988585253,-0.108106760852527
2.4453125,1.1,-47.52227105908,1.21074692146572,-0.0862937964657249
2.4453125,1.125,-47.4570022025911,1.21390330786801,-0.0644501828680095
2.4453125,1.15,-47.3920762131864,1.21703021870294,-0.0425770937029428
2.4453125,1.175,-47.3275818388139,1.22012360145299,-0.0206704764529901
2.4453125,1.2,-47.2657434998102,1.224453125,0
2.52734375,0.8,-48.2750851740692,1.17256854674509,-0.347295109245085
2.52734375,0.825,-48.2078157449239,1.17613187700373,-0.325858439503732
2.52734375,0.85,-48.1383958682842,1.17977746573761,-0.304504028237612
2.52734375,0.875,-48.0692973171775,1.18337258691803,-0.283099149418028
2.52734375,0.9,-48.0006172566104,1.18691450751015,-0.261641070010147
2.52734375,0.925,-47.9323521622533,1.19040586908385,-0.24013243158385
2.52734375,0.95,-47.8644952358848,1.19384910570943,-0.218575668209431
2.52734375,0.975,-47.797043151337,1.19724581307297,-0.196972375572967
2.52734375,1,-47.7300064874293,1.20059490297529,-0.175321465475294
2.52734375,1.025,-47.6635864244731,1.20386088694081,-0.153587449440808
2.52734375,1.05,-47.5975541967254,1.20708760071782,-0.131814163217821
2.52734375,1.075,-47.5318828045193,1.21028047239416,-0.110007034894162
2.52734375,1.1,-47.4665600161451,1.21344199334115,-0.0881685558411514
2.52734375,1.125,-47.4015776270003,1.21657384859111,-0.0663004110911101
2.52734375,1.15,-47.3369333209617,1.2196771687367,-0.0444037312367009
2.52734375,1.175,-47.2727156163284,1.22274848850799,-0.0224750510079892
2.52734375,1.2,-47.2111394036949,1.22567987012262,-0.000406432622623409
2.609375,0.8,-48.2157350359299,1.17565202896072,-0.349558278960724
2.609375,0.825,-48.1488192723832,1.17917059873095,-0.328076848730951
2.609375,0.85,-48.0797581549964,1.1827723189317,-0.306678568931698
2.609375,0.875,-48.0110103930332,1.18632612890542,-0.285232378905416
2.609375,0.9,-47.942673036612,1.18982914886129,-0.263735398861291
2.609375,0.925,-47.8747429640262,1.19328381258145,-0.242190062581449
2.609375,0.95,-47.8072137487265,1.19669237107303,-0.220598621073027
2.609375,0.975,-47.7400823481629,1.20005627605526,-0.198962526055264
2.609375,1,-47.6733593718371,1.20337438890582,-0.177280638905817
2.609375,1.025,-47.6072429148923,1.20661221390116,-0.155518463901156
2.609375,1.05,-47.5415083440357,1.20981210130957,-0.133718351309568
2.609375,1.075,-47.4761292482,1.21297926623217,-0.111885516232166
2.609375,1.1,-47.4110937080297,1.21611609095933,-0.0900223409593259
2.609375,1.125,-47.346393752024,1.2192241830536,-0.0681304330536041
2.609375,1.15,-47.2820272433922,1.2223046251634,-0.0462108751633974
2.609375,1.175,-47.2180824890281,1.22535417333998,-0.0242604233399755
2.609375,1.2,-47.1567653969579,1.22827042966132,-0.00217667966131518
2.69140625,0.8,-48.1566913504071,1.17869905555469,-0.351784993054691
2.69140625,0.825,-48.0901222831609,1.18217494890796,-0.330260886407961
2.69140625,0.85,-48.0214130786277,1.18573477907863,-0.308820716578629
2.69140625,0.875,-47.9530096329967,1.18924907553144,-0.287335013031439
2.69140625,0.9,-47.8850088602362,1.19271482691571,-0.26580076441571
2.69140625,0.925,-47.8174080114447,1.19613427706487,-0.244220214564874
2.69140625,0.95,-47.7502010054165,1.19950950979463,-0.222595447294634
2.69140625,0.975,-47.6833850618817,1.2028418459207,-0.200927783420698
2.69140625,1,-47.616970810385,1.2061301037092,-0.179216041209205
2.69140625,1.025,-47.5511533631593,1.20934073069769,-0.157426668197685
2.69140625,1.05,-47.4857120545203,1.21251467969881,-0.135600617198811
2.69140625,1.075,-47.4206210355824,1.21565696645899,-0.113742903958989
2.69140625,1.1,-47.3558686844354,1.21876987144222,-0.0918558089422206
2.69140625,1.125,-47.2914472513851,1.22185492959797,-0.0699408670979669
2.69140625,1.15,-47.2273547700377,1.22491316961251,-0.0479991071125139
2.69140625,1.175,-47.1636793346323,1.22794134944197,-0.0260272869419749
2.69140625,1.2,-47.102617973379,1.23083763263938,-0.00392357013938049
2.7734375,0.8,-48.0979482885788,1.1817112638131,-0.353976888813101
2.7734375,0.825,-48.0317192619427,1.18514641676047,-0.332412041760474
2.7734375,0.85,-47.9633554218049,1.1886661977488,-0.310931822748797
2.7734375,0.875,-47.8952900913427,1.19214265647552,-0.28940828147552
2.7734375,0.9,-47.8276200294878,1.19557266381877,-0.26783828881877
2.7734375,0.925,-47.7603428329735,1.1989582898473,-0.246223914847302
2.7734375,0.95,-47.6934527419259,1.20230146553361,-0.224567090533614
2.7734375,0.975,-47.6269472189288,1.20560339255232,-0.202869017552316
2.7734375,1,-47.5608369041242,1.20886285252431,-0.181128477524307
2.7734375,1.025,-47.4953140238126,1.21204719013355,-0.159312815133551
2.7734375,1.05,-47.4301617253095,1.21519604175489,-0.137461666754887
2.7734375,1.075,-47.3653546972482,1.21831423627794,-0.115579861277944
2.7734375,1.1,-47.300881601265,1.22140395897175,-0.0936695839717501
2.7734375,1.125,-47.2367348989196,1.22446667672229,-0.0717323017222882
2.7734375,1.15,-47.1729127856097,1.22750336478978,-0.0497689897897811
2.7734375,1.175,-47.1095031399194,1.23051076123739,-0.0277763862373919
2.7734375,1.2,-47.0486942146627,1.23338762414408,-0.00565324914408372
2.85546875,0.8,-48.0395002750395,1.18469017581716,-0.356135488317157
2.85546875,0.825,-47.9736049248722,1.18808638961788,-0.33453170211788
2.85546875,0.85,-47.9055801782024,1.19156783690011,-0.313013149400108
2.85546875,0.875,-47.8378470153387,1.1950080225474,-0.291453335047404
2.85546875,0.9,-47.7705020234146,1.1984037121613,-0.269849024661299
2.85546875,0.925,-47.7035431200093,1.20175681672737,-0.248202129227372
2.85546875,0.95,-47.6369648446503,1.20506912735321,-0.226514439853212
2.85546875,0.975,-47.5707648850632,1.20834173717249,-0.204787049672488
2.85546875,1,-47.5049538836014,1.21157339687622,-0.183018709376218
2.85546875,1.025,-47.4397212726929,1.21473230526946,-0.161177617769455
2.85546875,1.05,-47.3748538674399,1.21785685698468,-0.139302169484678
2.85546875,1.075,-47.310326870937,1.22095170552454,-0.117397018024545
2.85546875,1.1,-47.2461292153928,1.22401894704475,-0.0954642595447548
2.85546875,1.125,-47.1822535637575,1.22705998465295,-0.0735052971529542
2.85546875,1.15,-47.1186982651117,1.23007574283202,-0.0515210553320171
2.85546875,1.175,-47.0555509795551,1.23306293971739,-0.0295082522173931
2.85546875,1.2,-46.9949912870664,1.23592092124869,-0.00736623374868528
2.9375,0.8,-47.9813419703856,1.18763720902082,-0.35826220902082
2.9375,0.825,-47.9157742040516,1.19099616211319,-0.336621162113194
2.9375,0.85,-47.8480825388767,1.19444087679858,-0.315065876798578
2.9375,0.875,-47.7806758331683,1.19784625248502,-0.293471252485018
2.9375,0.9,-47.7136504874016,1.20120896080831,-0.271833960808315
2.9375,0.925,-47.6470047173557,1.20453076699156,-0.250155766991559
2.9375,0.95,-47.5807333419021,1.20781333402311,-0.228438334023109
2.9375,0.975,-47.514834257737,1.21105765605388,-0.206682656053879
2.9375,1,-47.44931810198,1.2142624578999,-0.184887457899896
2.9375,1.025,-47.3843716006592,1.21739675229265,-0.16302175229265
2.9375,1.05,-47.3197851000937,1.22049776109233,-0.141122761092326
2.9375,1.075,-47.2555342962522,1.22356997296436,-0.11919497296436
2.9375,1.1,-47.1916083797878,1.22661540053593,-0.0972404005359278
2.9375,1.125,-47.1280002058152,1.22963538713117,-0.0752603871311741
2.9375,1.15,-47.0647082694999,1.23263080949312,-0.0532558094931195
2.9375,1.175,-47.001820009963,1.23559836786325,-0.0312233678632547
2.9375,1.2,-46.9415064345501,1.23843798323953,-0.00906298323953147
3.01953125,0.8,-47.9234682553062,1.1905536856718,-0.360358373171805
3.01953125,0.825,-47.8582222334304,1.19387694438421,-0.338681631884207
3.01953125,0.85,-47.7908578797927,1.19728642308565,-0.31709111058565
3.01953125,0.875,-47.7237721428788,1.20065835903252,-0.29546304653252
3.01953125,0.9,-47.6570612233457,1.20398934012428,-0.273794027624283
3.01953125,0.925,-47.5907236144577,1.20728099791003,-0.25208568541003
3.01953125,0.95,-47.5247543960607,1.21053487789572,-0.230339565395722
3.01953125,0.975,-47.4591516590357,1.21375188387794,-0.208556571377942
3.01953125,1,-47.3939260286594,1.21693071926581,-0.186735406765806
3.01953125,1.025,-47.3292616077508,1.22004117312116,-0.164845860621159
3.01953125,1.05,-47.2649521452369,1.22311935831453,-0.142924045814528
3.01953125,1.075,-47.2009738097239,1.22616960838979,-0.120974295889787
3.01953125,1.1,-47.1373160389581,1.22919385758374,-0.098998545083737
3.01953125,1.125,-47.0739718715808,1.2321933931395,-0.0769980806394974
3.01953125,1.15,-47.0109399417262,1.23516904700692,-0.0549737345069179
3.01953125,1.175,-46.9483074653619,1.23811750354694,-0.0329221910469384
3.01953125,1.2,-46.8882369750467,1.24093924555301,-0.0107439330530061
3.1015625,0.8,-47.8658742161027,1.19344084122321,-0.362425216223211
3.1015625,0.825,-47.8009443359313,1.19672986939882,-0.340714244398819
3.1015625,0.85,-47.7339017504146,1.20010551310144,-0.319089888101445
3.1015625,0.875,-47.6671317022433,1.20344529438717,-0.297429669387173
3.1015625,0.9,-47.6007301806192,1.20674572666577,-0.275730101665766
3.1015625,0.925,-47.5346959373192,1.21000831878563,-0.253992693785628
3.1015625,0.95,-47.4690242963149,1.2132345084104,-0.232218883410403
3.1015625,0.975,-47.4037135291348,1.21642511677697,-0.210409491776972
3.1015625,1,-47.3387742433484,1.21957882983862,-0.188563204838617
3.1015625,1.025,-47.2743879977529,1.22266617777917,-0.166650552779174
3.1015625,1.05,-47.2103518226207,1.2257222235521,-0.144706598552103
3.1015625,1.075,-47.1466423401997,1.2287511545411,-0.122735529541104
3.1015625,1.1,-47.083249224692,1.231754831326,-0.100739206325999
3.1015625,1.125,-47.0201656901685,1.23473448848912,-0.0787188634891194
3.1015625,1.15,-46.9573905030638,1.23769091594248,-0.0566752909424844
3.1015625,1.175,-46.8950106543053,1.24062078399062,-0.0346051589906202
3.1015625,1.2,-46.8351802972284,1.24342512428306,-0.012409499283059
3.18359375,0.8,-47.8085551314816,1.19629983185469,-0.364463894354691
3.18359375,0.825,-47.7439360116813,1.19955599951411,-0.342720062014115
3.18359375,0.85,-47.6772098632487,1.20289912155264,-0.321063184052642
3.18359375,0.875,-47.6107504194464,1.20620795509412,-0.299372017594124
3.18359375,0.9,-47.5446534477456,1.20947894740796,-0.277643009907957
3.18359375,0.925,-47.4789179410364,1.21271349461054,-0.255877557110538
3.18359375,0.95,-47.4135394519419,1.21591293526554,-0.234076997765544
3.18359375,0.975,-47.3485164202265,1.21907801509858,-0.212242077598583
3.18359375,1,-47.2838594305514,1.22220740609846,-0.190371468598461
3.18359375,1.025,-47.2197475731329,1.22527234656315,-0.168436409063146
3.18359375,1.05,-47.1559810451153,1.22830690431709,-0.146470966817085
3.18359375,1.075,-47.0925369045351,1.2313151288635,-0.124479191363503
3.18359375,1.1,-47.0294050520693,1.23429881148897,-0.102462873988971
3.18359375,1.125,-46.9665788696207,1.23725913727658,-0.0804231997765776
3.18359375,1.15,-46.9040572496686,1.24019685664945,-0.0583609191494545
3.18359375,1.175,-46.8419269564751,1.24310862750952,-0.0362726900095158
3.18359375,1.2,-46.7823338575104,1.24589601784837,-0.0140600803483735
3.265625,0.8,-47.751506460483,1.19913174121162,-0.366475491211623
3.265625,0.825,-47.6871929272308,1.20235633235548,-0.34470008235548
3.265625,0.85,-47.6207780842414,1.20566816560525,-0.323011915605245
3.265625,0.875,-47.5546243445078,1.20894718644934,-0.301290936449341
3.265625,0.9,-47.4888272447154,1.21218978355846,-0.279533533558456
3.265625,0.925,-47.4233860028895,1.21539724937379,-0.257740999373787
3.265625,0.95,-47.3582963860734,1.21857083129558,-0.235914581295576
3.265625,0.975,-47.293556990873,1.22171120591799,-0.214054955917985
3.265625,1,-47.2291783744312,1.22481703435062,-0.192160784350625
3.265625,1.025,-47.1653372303144,1.22786023202417,-0.170203982024173
3.265625,1.05,-47.1018368143486,1.23087392252129,-0.148217672521292
3.265625,1.075,-47.0386546035596,1.23386202512209,-0.126205775122094
3.265625,1.1,-46.9757807157231,1.23682626585351,-0.104170015853513
3.265625,1.125,-46.9132086934367,1.23976778321788,-0.0821115332178828
3.265625,1.15,-46.8509375493494,1.24268729050747,-0.0600310405074667
3.265625,1.175,-46.7890538196713,1.24558143472895,-0.0379251847289481
3.265625,1.2,-46.7296951772369,1.24835230812573,-0.0156960581257277
3.34765625,0.8,-47.6947238314283,1.20193758645579,-0.368461023955789
3.34765625,0.825,-47.6307109056589,1.20513180610462,-0.346655243604624
3.34765625,0.85,-47.5646024239444,1.20841350946673,-0.324936946966726
3.34765625,0.875,-47.4987496613726,1.21166378647433,-0.303187223974333
3.34765625,0.9,-47.4332479158812,1.21487897400492,-0.281402411504916
3.34765625,0.925,-47.3680966159398,1.21806026906116,-0.259583706561163
3.34765625,0.95,-47.3032917299047,1.22120883508869,-0.237732272588691
3.34765625,0.975,-47.2388320007491,1.22432528533111,-0.215848722831113
3.34765625,1,-47.174727954016,1.22740827274432,-0.193931710244322
3.34765625,1.025,-47.1111539552608,1.23043036078273,-0.171953798282727
3.34765625,1.05,-47.0479162166245,1.23342377611302,-0.14994721361302
3.34765625,1.075,-46.9849926182956,1.23639231488736,-0.127915752387365
3.34765625,1.1,-46.922373486331,1.23933764160116,-0.105861079101165
3.34765625,1.125,-46.8600525173107,1.24226085087767,-0.0837842883776727
3.34765625,1.15,-46.7980288385311,1.24516262105977,-0.0616860585597665
3.34765625,1.175,-46.7363887569798,1.24803958963284,-0.0395630271328389
3.34765625,1.2,-46.6772618400305,1.25079436141639,-0.0173177989163893
3.4296875,0.8,-47.6382030317798,1.20471832370345,-0.370421448703453
3.4296875,0.825,-47.5744859174762,1.2078833042583,-0.348586429258298
3.4296875,0.85,-47.5086790293715,1.21113596852202,-0.326839093522015
3.4296875,0.875,-47.4431226806034,1.21435850950791,-0.30506163450791
3.4296875,0.9,-47.3779119233783,1.2175472184402,-0.283250343440198
3.4296875,0.925,-47.313046383085,1.22070320437885,-0.26140632937885
3.4296875,0.95,-47.2485222173062,1.22382755337002,-0.239530678370015
3.4296875,0.975,-47.184338305741,1.22692082054879,-0.217623945548794
3.4296875,1,-47.1205051387219,1.2299816531233,-0.195684778123298
3.4296875,1.025,-47.0571948193431,1.23298323519426,-0.173686360194255
3.4296875,1.05,-46.9942164190977,1.23595694058501,-0.151660065585006
3.4296875,1.075,-46.9315482064109,1.23890644890065,-0.129609573900648
3.4296875,1.1,-46.8691807073185,1.24183336655847,-0.107536491558471
3.4296875,1.125,-46.8071077660639,1.24473874680374,-0.0854418718037413
3.4296875,1.15,-46.7453286193945,1.24762323505107,-0.0633263600510747
3.4296875,1.175,-46.6839293441018,1.25048346052031,-0.041186585520306
3.4296875,1.2,-46.6250314892899,1.25322252932716,-0.0189256543271565
3.51171875,0.8,-47.5819399988208,1.20747485292891,-0.372357665428906
3.51171875,0.825,-47.5185140722447,1.21061165992081,-0.350494472420811
3.51171875,0.85,-47.4530041764812,1.21383631306948,-0.328719125569485
3.51171875,0.875,-47.3877398326165,1.21703206945809,-0.306914881958086
3.51171875,0.9,-47.3228158410204,1.22019518019952,-0.285077992699525
3.51171875,0.925,-47.2582320115332,1.22332667323383,-0.263209485733831
3.51171875,0.95,-47.1939846798031,1.22642756317567,-0.241310375675668
3.51171875,0.975,-47.130072853369,1.2294983518103,-0.219381164310303
3.51171875,1,-47.0665069841645,1.23253768272183,-0.197420495221825
3.51171875,1.025,-47.0034569754682,1.23551933487948,-0.175402147379476
3.51171875,1.05,-46.9407346661859,1.23847387036081,-0.153356682860813
3.51171875,1.075,-46.8783186988855,1.24140485833562,-0.131287670835622
3.51171875,1.1,-46.8161997917581,1.24431385034525,-0.109196662845252
3.51171875,1.125,-46.7543719307545,1.24720186057686,-0.08708467307686
3.51171875,1.15,-46.6928344571788,1.25006950338957,-0.064952315889574
3.51171875,1.175,-46.6316732168333,1.25291340088813,-0.0427962133881292
3.51171875,1.2,-46.5730018258263,1.25563714958026,-0.0205199620802645
3.59375,0.8,-47.5259308110747,1.21020802238438,-0.374270522384382
3.59375,0.825,-47.4627916108449,1.21331765968591,-0.352380159685905
3.59375,0.85,-47.3975742632223,1.21651527170365,-0.330577771703653
3.59375,0.875,-47.3325976614123,1.21968514275484,-0.308747642754844
3.59375,0.9,-47.267956348629,1.22282348883857,-0.286885988838574
3.59375,0.925,-47.2036503076573,1.22593126299489,-0.264993762994895
3.59375,0.95,-47.1396760418909,1.22900941384256,-0.243071913842558
3.59375,0.975,-47.0760326785097,1.2320583941406,-0.221120894140599
3.59375,1,-47.0127306282361,1.23507684572227,-0.199139345722271
3.59375,1.025,-46.9499376544483,1.23803911813375,-0.177101618133749
3.59375,1.05,-46.8874682761989,1.24097500007384,-0.155037500073837
3.59375,1.075,-46.8253014968781,1.24388795596251,-0.132950455962515
3.59375,1.1,-46.7634282194495,1.24677948543764,-0.110841985437639
3.59375,1.125,-46.7018425659539,1.24965056578058,-0.0887130657805781
3.59375,1.15,-46.6405439776373,1.25250178203596,-0.0665642820359629
3.59375,1.175,-46.5796180686839,1.25532975024597,-0.0443922502459719
3.59375,1.2,-46.521170605628,1.25803854676902,-0.0221010467690159
3.67578125,0.8,-47.470171680391,1.21291863259927,-0.376160820099273
3.67578125,0.825,-47.4073148983293,1.21600204714695,-0.354244234646953
3.67578125,0.85,-47.342385803094,1.21917353438404,-0.332415721884043
3.67578125,0.875,-47.2776928187542,1.22231837103272,-0.310560558532722
3.67578125,0.9,-47.2133302267569,1.22543274248658,-0.288674929986579
3.67578125,0.925,-47.1492981721968,1.22851753255856,-0.266759720058563
3.67578125,0.95,-47.0855933166596,1.23157362882775,-0.244815816327746
3.67578125,0.975,-47.0222148993905,1.23460143896111,-0.222843626461106
3.67578125,1,-46.9591732874273,1.23759960469084,-0.200841792190835
3.67578125,1.025,-46.8966341615909,1.24054302322469,-0.178785210724686
3.67578125,1.05,-46.8344146381702,1.24346074574859,-0.156702933248591
3.67578125,1.075,-46.7724940687745,1.24635613722514,-0.134598324725139
3.67578125,1.1,-46.710863534168,1.24923064815159,-0.112472835651586
3.67578125,1.125,-46.6495172871761,1.25208522090432,-0.0903274084043151
3.67578125,1.15,-46.5884548646329,1.25492041283174,-0.0681626003317362
3.67578125,1.175,-46.5277616486248,1.25773283487714,-0.0459750223771374
3.67578125,1.2,-46.4695356377439,1.26042703305604,-0.0236692205560429
3.7578125,0.8,-47.4146589446336,1.21560744000171,-0.378029315001708
3.7578125,0.825,-47.3520804173058,1.21866552608734,-0.356087401087342
3.7578125,0.85,-47.2874354191684,1.22181175522521,-0.334233630225211
3.7578125,0.875,-47.2230220587566,1.22493236357517,-0.312354238575166
3.7578125,0.9,-47.1589343517714,1.22802350999193,-0.290445384991929
3.7578125,0.925,-47.0951725957785,1.23108601423863,-0.268507889238627
3.7578125,0.95,-47.0317336016991,1.23412070737959,-0.246542582379592
3.7578125,0.975,-46.968616713837,1.23712795557216,-0.224549830572156
3.7578125,1,-46.9058322533737,1.24010640189797,-0.20252827689797
3.7578125,1.025,-46.8435438734936,1.2430314695926,-0.180453344592603
3.7578125,1.05,-46.7815712088746,1.24593150589253,-0.158353380892525
3.7578125,1.075,-46.7198939474081,1.24880978123717,-0.136231656237174
3.7578125,1.1,-46.6585033410678,1.25166769955463,-0.114089574554633
3.7578125,1.125,-46.5973937684504,1.25450617017929,-0.0919280451792903
3.7578125,1.15,-46.5365648578648,1.25732572426701,-0.0697475992670136
3.7578125,1.175,-46.476101758958,1.2601229685472,-0.0475448435472006
3.7578125,1.2,-46.4180947822792,1.26280290882981,-0.0252247838298063
3.83984375,0.8,-47.3593890609157,1.21827516020027,-0.379876722700273
3.83984375,0.825,-47.2970847618029,1.22130876337179,-0.357910325871786
3.83984375,0.85,-47.2327198385383,1.2244305550346,-0.336032117534598
3.83984375,0.875,-47.1685822328446,1.22752769954386,-0.314129262043861
3.83984375,0.9,-47.1047656912674,1.23059633288384,-0.292197895383839
3.83984375,0.925,-47.0412706547283,1.23363721549869,-0.27023877799869
3.83984375,0.95,-46.9780940752651,1.23665112607202,-0.248252688572024
3.83984375,0.975,-46.9152353957506,1.23963839251627,-0.226239955016275
3.83984375,1,-46.8527048896104,1.24259766053871,-0.204199223038712
3.83984375,1.025,-46.790664235028,1.24550485895778,-0.182106421457785
3.83984375,1.05,-46.7289355100173,1.24838766250658,-0.159989225006578
3.83984375,1.075,-46.6674987274359,1.25124925170766,-0.137850814207656
3.83984375,1.1,-46.6063453042308,1.2540909863155,-0.115692548815495
3.83984375,1.125,-46.5454697400257,1.25691374435598,-0.0935153068559778
3.83984375,1.15,-46.4848717507178,1.2597180321962,-0.0713195946962033
3.83984375,1.175,-46.4246362532972,1.26250045316231,-0.0491020156623114
3.83984375,1.2,-46.3668459484949,1.26516646331369,-0.0267680258136869
3.921875,0.8,-47.3043585993293,1.2209224709693,-0.381703720969295
3.921875,0.825,-47.2423246315721,1.22393239158242,-0.359713641582421
3.921875,0.85,-47.1782358871489,1.22703052362678,-0.337811773626776
3.921875,0.875,-47.1143702850546,1.23010493001598,-0.315886180015983
3.921875,0.9,-47.0508212997808,1.23315172717084,-0.293932977170837
3.921875,0.925,-46.9875895071511,1.23617162054242,-0.271952870542421
3.921875,0.95,-46.9246719926827,1.23916534021653,-0.249946590216531
3.921875,0.975,-46.8620682918008,1.24213317883761,-0.227914428837607
3.921875,1,-46.799788628519,1.24507378585976,-0.205855035859758
3.921875,1.025,-46.7379927564979,1.24796357634625,-0.183744826346254
3.921875,1.05,-46.6765051255839,1.25082958202298,-0.161610832022983
3.921875,1.075,-46.6153060628629,1.25367489779885,-0.139456147798854
3.921875,1.1,-46.5543871443481,1.25650084148984,-0.117282091489835
3.921875,1.125,-46.4937429861997,1.25930826143015,-0.0950895114301482
3.921875,1.15,-46.4333733882245,1.26209764050589,-0.0728788905058877
3.921875,1.175,-46.3733630346537,1.26486557938451,-0.0506468293845133
3.921875,1.2,-46.3157870930037,1.26751797513439,-0.0282992251343883
4.00390625,0.8,-47.2495642371259,1.22355001496341,-0.383510952463407
4.00390625,0.825,-47.1877968267901,1.22653701142001,-0.361497948920006
4.00390625,0.85,-47.1239804849828,1.22961222194011,-0.339573159440112
4.00390625,0.875,-47.0603832476463,1.23266457984908,-0.317625517349079
4.00390625,0.9,-46.9970983147789,1.23569018498875,-0.295651122488749
4.00390625,0.925,-46.9341263892568,1.23868969177651,-0.27365062927651
4.00390625,0.95,-46.8714646829706,1.2416637851624,-0.2516247226624
4.00390625,0.975,-46.8091128183144,1.24461272524424,-0.229573662744241
4.00390625,1,-46.7470809684515,1.2475351662024,-0.207496103702401
4.00390625,1.025,-46.6855270109603,1.25040799104137,-0.185368928541367
4.00390625,1.05,-46.6242776993382,1.25325761617546,-0.163218553675464
4.00390625,1.075,-46.563313664701,1.25608705492539,-0.141047992425388
4.00390625,1.1,-46.5026266365288,1.25889758525465,-0.118858522754648
4.00390625,1.125,-46.4422113432617,1.26169002731661,-0.0966509648166105
4.00390625,1.15,-46.3820676651344,1.26446484173738,-0.0744257792373759
4.00390625,1.175,-46.322280053621,1.26721862720792,-0.0521795647079233
4.00390625,1.2,-46.2649162180578,1.26985771285828,-0.0298186503582818
4.0859375,0.8,-47.1950027533064,1.2261584021916,-0.385299027191604
4.0859375,0.825,-47.1334982431243,1.22912319389635,-0.363263818896346
4.0859375,0.85,-47.0699506415659,1.23217618396899,-0.341316808968989
4.0859375,0.875,-47.0066182370001,1.23520714939059,-0.31934777439059
4.0859375,0.9,-46.9435939529052,1.23821217611581,-0.297352801115808
4.0859375,0.925,-46.8808786119125,1.24119187115627,-0.275332496156273
4.0859375,0.95,-46.8184695456682,1.24414687749875,-0.253287502498751
4.0859375,0.975,-46.7563664583467,1.2470774251819,-0.231218050181897
4.0859375,1,-46.6945794710195,1.24998217396999,-0.209122798969994
