a,V1,V2,c1,c2,s1,s2
10.15625,-43.7399841560267,-43.4301135896265,1.37389109098274,1.38824138367615,-0.472328590982737,-0.0866788836761458
10.23828125,-43.6966520382152,-43.3876691931957,1.37589314557661,1.39020704054094,-0.473510333076606,-0.087824228040938
10.3203125,-43.6534454229666,-43.3453442802332,1.37788997988232,1.39216793877432,-0.47468685488232,-0.0889648137743175
10.40234375,-43.6103634440889,-43.3031380623394,1.3798816615848,1.39412413697552,-0.475858224084803,-0.0901006994755236
10.484375,-43.5674052468254,-43.2610497609925,1.38186825700548,1.3960756926218,-0.477024507005482,-0.0912319426217987
10.56640625,-43.5245699876209,-43.2190786073569,1.38384983113913,1.39802266209946,-0.478185768639126,-0.0923585995994611
10.6484375,-43.4818568338944,-43.1772238420965,1.38582644769066,1.39996510073154,-0.479342072690656,-0.0934807257315429
10.73046875,-43.4392649638171,-43.1354847151928,1.38779816910899,1.40190306280575,-0.480493481608989,-0.0945983753057482
10.8125,-43.3967935660975,-43.093860485768,1.3897650566211,1.40383660159877,-0.481640056621098,-0.0957116015987687
10.89453125,-43.3544418397721,-43.0523504219121,1.39172717026593,1.40576576940438,-0.482781857765928,-0.0968204569043751
10.9765625,-43.3122089940011,-43.0109538005151,1.39368456892257,1.40769061755806,-0.48391894392257,-0.0979249925580561
11.05859375,-43.2700942478709,-42.9696699071031,1.39563731034481,1.40961119645806,-0.485051372844805,-0.09902525895806
11.140625,-43.2280968302002,-42.9284980356788,1.39758545118696,1.41152755559228,-0.486179201186962,-0.100121305592284
11.22265625,-43.1862159793527,-42.8874374885656,1.39952904703432,1.41343974355862,-0.487302484534325,-0.101213181058621
11.3046875,-43.144450943054,-42.8464875762558,1.40146815242925,1.41534780808675,-0.488421277429247,-0.10230093308675
11.38671875,-43.1028009782131,-42.8056476172628,1.40340282089972,1.41725179606073,-0.489535633399723,-0.103384608560734
11.46875,-43.0612653507489,-42.764916937977,1.40533310498333,1.41915175353704,-0.490645604983328,-0.104464253537041
11.55078125,-43.0198433354215,-42.7242948725244,1.40725905625268,1.42104772576844,-0.491751243752684,-0.105539913268441
11.6328125,-42.9785342156666,-42.6837807626294,1.40918072533959,1.42293975721702,-0.492852600339592,-0.106611632217021
11.71484375,-42.9373372834354,-42.6433739574813,1.41109816195919,1.42482789157984,-0.493949724459186,-0.10767945407984
11.796875,-42.8962518390378,-42.6030738136025,1.41301141493069,1.42671217180179,-0.495042664930692,-0.108743421801788
11.87890625,-42.8552771909898,-42.5628796947216,1.41492053220143,1.42859264009515,-0.496131469701431,-0.109803577595146
11.9609375,-42.8144126558646,-42.5227909716481,1.41682556086699,1.43046933795702,-0.497216185866991,-0.110859962957024
12.04296875,-42.7736575581471,-42.4828070221513,1.41872654719215,1.43234230618542,-0.498296859692147,-0.111912618685422
12.125,-42.7330112300927,-42.4429272308405,1.42062353662989,1.43421158489486,-0.499373536629894,-0.112961584894858
12.20703125,-42.6924730115888,-42.4031509890498,1.42251657384259,1.43607721353237,-0.500446261342595,-0.11400690103237
